"port_name","state","port_code","border","date","measure","value","latitude","longitude","point"
"Eagle Pass","Texas","2303","US-Mexico Border","2022-11-01T00:00:00.000","Trains","229","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"International Falls","Minnesota","3604","US-Canada Border","2022-11-01T00:00:00.000","Trucks","1389","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Sherwood","North Dakota","3414","US-Canada Border","2022-11-01T00:00:00.000","Trucks","153","48.999305","-101.627527","POINT (-101.627527 48.999305)"
"Columbus","New Mexico","2406","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","1914","31.783742","-107.627948","POINT (-107.627948 31.783742)"
"Antler","North Dakota","3413","US-Canada Border","2022-11-01T00:00:00.000","Trucks","88","48.999472","-101.296055","POINT (-101.296055 48.999472)"
"Neche","North Dakota","3404","US-Canada Border","2022-11-01T00:00:00.000","Trucks","785","49.000527","-97.557333","POINT (-97.557333 49.000527)"
"Eagle Pass","Texas","2303","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","17440","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2022-11-01T00:00:00.000","Trains","138","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"El Paso","Texas","2402","US-Mexico Border","2022-11-01T00:00:00.000","Trains","103","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Houlton","Maine","0106","US-Canada Border","2022-11-01T00:00:00.000","Trucks","7852","46.134879","-67.781288","POINT (-67.781288 46.134879)"
"Nogales","Arizona","2604","US-Mexico Border","2022-11-01T00:00:00.000","Trains","61","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Laredo","Texas","2304","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","232423","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Detroit","Michigan","3801","US-Canada Border","2022-11-01T00:00:00.000","Trains","123","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Limestone","Maine","0118","US-Canada Border","2022-11-01T00:00:00.000","Trucks","52","46.924555","-67.789597","POINT (-67.789597 46.924555)"
"Blaine","Washington","3004","US-Canada Border","2022-11-01T00:00:00.000","Trains","161","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Hannah","North Dakota","3408","US-Canada Border","2022-11-01T00:00:00.000","Trucks","3","49.000138","-98.693777","POINT (-98.693777 49.000138)"
"Pembina","North Dakota","3401","US-Canada Border","2022-11-01T00:00:00.000","Trains","100","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Brownsville","Texas","2301","US-Mexico Border","2022-11-01T00:00:00.000","Trains","63","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Point Roberts","Washington","3017","US-Canada Border","2022-11-01T00:00:00.000","Trucks","458","49.0020555547","-123.068055556","POINT (-123.068055556 49.0020555547)"
"Maida","North Dakota","3416","US-Canada Border","2022-11-01T00:00:00.000","Trucks","49","49.00025","-98.36525","POINT (-98.36525 49.00025)"
"Del Bonita","Montana","3322","US-Canada Border","2022-11-01T00:00:00.000","Trucks","82","48.998555","-112.78825","POINT (-112.78825 48.998555)"
"Otay Mesa","California","2506","US-Mexico Border","2022-11-01T00:00:00.000","Trains","15","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Ysleta","Texas","2401","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","52140","31.6731261376859","-106.335449846028","POINT (-106.335449846028 31.6731261376859)"
"Douglas","Arizona","2601","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","2180","31.334043","-109.560344","POINT (-109.560344 31.334043)"
"Hansboro","North Dakota","3415","US-Canada Border","2022-11-01T00:00:00.000","Trucks","15","48.999583","-99.346527","POINT (-99.346527 48.999583)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2022-11-01T00:00:00.000","Trains","56","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2022-11-01T00:00:00.000","Trucks","24400","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Van Buren","Maine","0108","US-Canada Border","2022-11-01T00:00:00.000","Trucks","1476","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Scobey","Montana","3309","US-Canada Border","2022-11-01T00:00:00.000","Trucks","11","48.999527","-105.407638","POINT (-105.407638 48.999527)"
"Blaine","Washington","3004","US-Canada Border","2022-11-01T00:00:00.000","Trucks","28404","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Detroit","Michigan","3801","US-Canada Border","2022-11-01T00:00:00.000","Trucks","126756","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Sweetgrass","Montana","3310","US-Canada Border","2022-11-01T00:00:00.000","Trucks","11694","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Nogales","Arizona","2604","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","29789","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Turner","Montana","3306","US-Canada Border","2022-11-01T00:00:00.000","Trucks","34","48.999527","-108.387916","POINT (-108.387916 48.999527)"
"Highgate Springs","Vermont","0212","US-Canada Border","2022-11-01T00:00:00.000","Trains","18","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Naco","Arizona","2603","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","252","31.334084","-109.948413","POINT (-109.948413 31.334084)"
"Norton","Vermont","0211","US-Canada Border","2022-11-01T00:00:00.000","Trains","15","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Otay Mesa","California","2506","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","86030","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Boundary","Washington","3015","US-Canada Border","2022-11-01T00:00:00.000","Trucks","7","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Richford","Vermont","0203","US-Canada Border","2022-11-01T00:00:00.000","Trucks","268","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Vanceboro","Maine","0105","US-Canada Border","2022-11-01T00:00:00.000","Trucks","44","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Piegan","Montana","3316","US-Canada Border","2022-11-01T00:00:00.000","Trucks","131","48.998083","-113.378777","POINT (-113.378777 48.998083)"
"Roosville","Montana","3318","US-Canada Border","2022-11-01T00:00:00.000","Trucks","907","48.999638","-115.056027","POINT (-115.056027 48.999638)"
"Pembina","North Dakota","3401","US-Canada Border","2022-11-01T00:00:00.000","Trucks","19871","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Massena","New York","0704","US-Canada Border","2022-11-01T00:00:00.000","Trucks","2317","44.990556","-74.739722","POINT (-74.739722 44.990556)"
"Frontier","Washington","3020","US-Canada Border","2022-11-01T00:00:00.000","Trucks","1471","49.0005","-117.831527","POINT (-117.831527 49.0005)"
"Eastport","Idaho","3302","US-Canada Border","2022-11-01T00:00:00.000","Trains","101","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Sweetgrass","Montana","3310","US-Canada Border","2022-11-01T00:00:00.000","Trains","34","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Porthill","Idaho","3308","US-Canada Border","2022-11-01T00:00:00.000","Trucks","91","48.999861","-116.49925","POINT (-116.49925 48.999861)"
"Santa Teresa","New Mexico","2408","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","12429","31.783939","-106.679437","POINT (-106.679437 31.783939)"
"Boundary","Washington","3015","US-Canada Border","2022-11-01T00:00:00.000","Trains","21","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Port Huron","Michigan","3802","US-Canada Border","2022-11-01T00:00:00.000","Trains","283","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Warroad","Minnesota","3423","US-Canada Border","2022-11-01T00:00:00.000","Trucks","283","48.999","-95.376555","POINT (-95.376555 48.999)"
"Raymond","Montana","3301","US-Canada Border","2022-11-01T00:00:00.000","Trucks","1092","48.999194","-104.574333","POINT (-104.574333 48.999194)"
"Vanceboro","Maine","0105","US-Canada Border","2022-11-01T00:00:00.000","Trains","56","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Van Buren","Maine","0108","US-Canada Border","2022-11-01T00:00:00.000","Trains","47","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Walhalla","North Dakota","3407","US-Canada Border","2022-11-01T00:00:00.000","Trucks","483","49.000472","-97.908416","POINT (-97.908416 49.000472)"
"Lancaster","Minnesota","3430","US-Canada Border","2022-11-01T00:00:00.000","Trucks","333","49.000194","-96.800527","POINT (-96.800527 49.000194)"
"Kenneth G Ward","Washington","3023","US-Canada Border","2022-11-01T00:00:00.000","Trucks","3646","49.002277","-122.485027","POINT (-122.485027 49.002277)"
"Carbury","North Dakota","3421","US-Canada Border","2022-11-01T00:00:00.000","Trucks","52","48.999416","-100.555805","POINT (-100.555805 48.999416)"
"Progreso","Texas","2309","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","3259","26.062133","-97.949958","POINT (-97.949958 26.062133)"
"Morgan","Montana","3319","US-Canada Border","2022-11-01T00:00:00.000","Trucks","18","48.999829","-107.831819","POINT (-107.831819 48.999829)"
"Sumas","Washington","3009","US-Canada Border","2022-11-01T00:00:00.000","Trains","20","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Richford","Vermont","0203","US-Canada Border","2022-11-01T00:00:00.000","Trains","6","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2022-11-01T00:00:00.000","Trucks","2568","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Ferry","Washington","3013","US-Canada Border","2022-11-01T00:00:00.000","Trucks","6","49.000083","-118.761166","POINT (-118.761166 49.000083)"
"Grand Portage","Minnesota","3613","US-Canada Border","2022-11-01T00:00:00.000","Trucks","752","48.001427","-89.58515","POINT (-89.58515 48.001427)"
"San Luis","Arizona","2608","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","3440","32.485","-114.7822222","POINT (-114.7822222 32.485)"
"Pinecreek","Minnesota","3425","US-Canada Border","2022-11-01T00:00:00.000","Trucks","11","48.999916","-95.977694","POINT (-95.977694 48.999916)"
"Eastport","Idaho","3302","US-Canada Border","2022-11-01T00:00:00.000","Trucks","4085","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Roma","Texas","2310","US-Mexico Border","2022-11-01T00:00:00.000","Trucks","3490","26.403928","-99.018981","POINT (-99.018981 26.403928)"
"Sarles","North Dakota","3409","US-Canada Border","2022-11-01T00:00:00.000","Trucks","51","49.000027","-98.938361","POINT (-98.938361 49.000027)"
"Skagway","Alaska","3103","US-Canada Border","2022-11-01T00:00:00.000","Trucks","192","59.629722","-135.164444","POINT (-135.164444 59.629722)"
"Alcan","Alaska","3104","US-Canada Border","2022-10-01T00:00:00.000","Trucks","461","62.614961","-141.001444","POINT (-141.001444 62.614961)"
"Northgate","North Dakota","3406","US-Canada Border","2022-10-01T00:00:00.000","Trucks","283","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Sumas","Washington","3009","US-Canada Border","2022-10-01T00:00:00.000","Trucks","12246","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Blaine","Washington","3004","US-Canada Border","2022-10-01T00:00:00.000","Trains","149","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Porthill","Idaho","3308","US-Canada Border","2022-10-01T00:00:00.000","Trucks","207","48.999861","-116.49925","POINT (-116.49925 48.999861)"
"Van Buren","Maine","0108","US-Canada Border","2022-10-01T00:00:00.000","Trains","41","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Norton","Vermont","0211","US-Canada Border","2022-10-01T00:00:00.000","Trains","15","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Neche","North Dakota","3404","US-Canada Border","2022-10-01T00:00:00.000","Trucks","863","49.000527","-97.557333","POINT (-97.557333 49.000527)"
"Whitlash","Montana","3321","US-Canada Border","2022-10-01T00:00:00.000","Trucks","1","48.99725","-111.257916","POINT (-111.257916 48.99725)"
"Otay Mesa","California","2506","US-Mexico Border","2022-10-01T00:00:00.000","Trains","10","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Fort Kent","Maine","0110","US-Canada Border","2022-10-01T00:00:00.000","Trucks","787","47.249206","-68.603918","POINT (-68.603918 47.249206)"
"Oroville","Washington","3019","US-Canada Border","2022-10-01T00:00:00.000","Trucks","2349","49.000083","-119.461833","POINT (-119.461833 49.000083)"
"Grand Portage","Minnesota","3613","US-Canada Border","2022-10-01T00:00:00.000","Trucks","928","48.001427","-89.58515","POINT (-89.58515 48.001427)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2022-10-01T00:00:00.000","Trucks","75506","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Lancaster","Minnesota","3430","US-Canada Border","2022-10-01T00:00:00.000","Trucks","325","49.000194","-96.800527","POINT (-96.800527 49.000194)"
"Walhalla","North Dakota","3407","US-Canada Border","2022-10-01T00:00:00.000","Trucks","681","49.000472","-97.908416","POINT (-97.908416 49.000472)"
"Calexico East","California","2507","US-Mexico Border","2022-10-01T00:00:00.000","Trains","21","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Douglas","Arizona","2601","US-Mexico Border","2022-10-01T00:00:00.000","Trucks","2403","31.334043","-109.560344","POINT (-109.560344 31.334043)"
"Sumas","Washington","3009","US-Canada Border","2022-10-01T00:00:00.000","Trains","20","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Eagle Pass","Texas","2303","US-Mexico Border","2022-10-01T00:00:00.000","Trains","228","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Portal","North Dakota","3403","US-Canada Border","2022-10-01T00:00:00.000","Trucks","7604","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Del Bonita","Montana","3322","US-Canada Border","2022-10-01T00:00:00.000","Trucks","52","48.998555","-112.78825","POINT (-112.78825 48.998555)"
"Dunseith","North Dakota","3422","US-Canada Border","2022-10-01T00:00:00.000","Trucks","2209","48.999277","-100.052166","POINT (-100.052166 48.999277)"
"Nogales","Arizona","2604","US-Mexico Border","2022-10-01T00:00:00.000","Trains","78","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Laredo","Texas","2304","US-Mexico Border","2022-10-01T00:00:00.000","Trucks","246158","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"El Paso","Texas","2402","US-Mexico Border","2022-10-01T00:00:00.000","Trucks","14650","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Naco","Arizona","2603","US-Mexico Border","2022-10-01T00:00:00.000","Trucks","228","31.334084","-109.948413","POINT (-109.948413 31.334084)"
"Fortuna","North Dakota","3417","US-Canada Border","2022-10-01T00:00:00.000","Trucks","476","48.999555","-103.80925","POINT (-103.80925 48.999555)"
"Westhope","North Dakota","3419","US-Canada Border","2022-10-01T00:00:00.000","Trucks","91","48.999611","-101.017277","POINT (-101.017277 48.999611)"
"Boundary","Washington","3015","US-Canada Border","2022-10-01T00:00:00.000","Trucks","4","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Brownsville","Texas","2301","US-Mexico Border","2022-10-01T00:00:00.000","Trains","72","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Hansboro","North Dakota","3415","US-Canada Border","2022-10-01T00:00:00.000","Trucks","28","48.999583","-99.346527","POINT (-99.346527 48.999583)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2022-10-01T00:00:00.000","Trains","30","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Norton","Vermont","0211","US-Canada Border","2022-10-01T00:00:00.000","Trucks","481","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Raymond","Montana","3301","US-Canada Border","2022-10-01T00:00:00.000","Trucks","1056","48.999194","-104.574333","POINT (-104.574333 48.999194)"
"Del Rio","Texas","2302","US-Mexico Border","2022-10-01T00:00:00.000","Trucks","6594","29.326784","-100.927612","POINT (-100.927612 29.326784)"
"Dalton Cache","Alaska","3106","US-Canada Border","2022-10-01T00:00:00.000","Trucks","89","59.450556","-136.361944","POINT (-136.361944 59.450556)"
"Fort Fairfield","Maine","0107","US-Canada Border","2022-10-01T00:00:00.000","Trucks","675","46.765323","-67.789471","POINT (-67.789471 46.765323)"
"Vanceboro","Maine","0105","US-Canada Border","2022-10-01T00:00:00.000","Trucks","49","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Laurier","Washington","3016","US-Canada Border","2022-10-01T00:00:00.000","Trucks","824","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Danville","Washington","3012","US-Canada Border","2022-10-01T00:00:00.000","Trucks","10","49.000083","-118.503722","POINT (-118.503722 49.000083)"
"St John","North Dakota","3405","US-Canada Border","2022-10-01T00:00:00.000","Trucks","99","48.999277","-99.659111","POINT (-99.659111 48.999277)"
